"","palabra","sentimiento","lexicon","valor"
"13395","intriga","Positivo","bing",NA
"13396","intrigante","Positivo","bing",NA
"13397","intrincado","Positivo","bing",NA
"13398","intrusión","Negativo","bing",NA
"13399","intruso","Negativo","bing",NA
"13400","intuitivo","Positivo","bing",NA
"13401","inundado","Negativo","bing",NA
"13402","inútil","Negativo","bing",NA
"13403","invalidar","Negativo","bing",NA
"13404","invalidez","Negativo","bing",NA
"13405","inválido","Negativo","bing",NA
"13406","invasión","Negativo","bing",NA
"13407","invasor","Negativo","bing",NA
"13408","invencible","Positivo","bing",NA
"13409","inventivo","Positivo","bing",NA
"13410","invisible","Negativo","bing",NA
"13411","involuntario","Negativo","bing",NA
"13412","ira","Negativo","bing",NA
"13413","ironía","Negativo","bing",NA
"13414","irónico","Negativo","bing",NA
"13415","irracional","Negativo","bing",NA
"13416","irracionalidad","Negativo","bing",NA
"13417","irreal","Positivo","bing",NA
"13418","irreconciliable","Negativo","bing",NA
"13419","irreflexivo","Negativo","bing",NA
"13420","irregular","Negativo","bing",NA
"13421","irregularidad","Negativo","bing",NA
"13422","irrelevante","Negativo","bing",NA
"13423","irreparable","Negativo","bing",NA
"13424","irreprimible","Negativo","bing",NA
"13425","irresistible","Positivo","bing",NA
"13426","irresoluto","Negativo","bing",NA
"13427","irrespetuoso","Negativo","bing",NA
"13428","irresponsable","Negativo","bing",NA
"13429","irrestricto","Positivo","bing",NA
"13430","irreversible","Negativo","bing",NA
"13431","irritable","Negativo","bing",NA
"13432","irritación","Negativo","bing",NA
"13433","irritante","Negativo","bing",NA
"13434","jabonoso","Negativo","bing",NA
"13435","jadear","Negativo","bing",NA
"13436","jamelgo","Negativo","bing",NA
"13437","jovial","Positivo","bing",NA
"13438","júbilo","Positivo","bing",NA
"13439","jubiloso","Positivo","bing",NA
"13440","juguetón","Positivo","bing",NA
"13441","juicioso","Positivo","bing",NA
"13442","justo","Positivo","bing",NA
"13443","ladrón","Negativo","bing",NA
"13444","lamentable","Negativo","bing",NA
"13445","lamentar","Negativo","bing",NA
"13446","lamento","Negativo","bing",NA
"13447","languidecer","Negativo","bing",NA
"13448","lánguido","Negativo","bing",NA
"13449","lapso","Negativo","bing",NA
"13450","largo","Negativo","bing",NA
"13451","larguirucho","Negativo","bing",NA
"13452","lascivo","Negativo","bing",NA
"13453","lástima","Negativo","bing",NA
"13454","lastimando","Negativo","bing",NA
"13455","latente","Negativo","bing",NA
"13456","latido","Negativo","bing",NA
"13457","leal","Positivo","bing",NA
"13458","lealtad","Positivo","bing",NA
"13459","legal","Positivo","bing",NA
"13460","legendario","Positivo","bing",NA
"13461","legítimo","Positivo","bing",NA
"13462","lento","Negativo","bing",NA
"13463","lesión","Negativo","bing",NA
"13464","lesionar","Negativo","bing",NA
"13465","letal","Negativo","bing",NA
"13466","letárgico","Negativo","bing",NA
"13467","letargo","Negativo","bing",NA
"13468","levantamiento","Negativo","bing",NA
"13469","liberación","Positivo","bing",NA
"13470","liberar","Positivo","bing",NA
"13471","libertad","Positivo","bing",NA
"13472","libertinaje","Negativo","bing",NA
"13473","líder","Positivo","bing",NA
"13474","limitación","Negativo","bing",NA
"13475","limitado","Negativo","bing",NA
"13476","límite","Negativo","bing",NA
"13477","limo","Negativo","bing",NA
"13478","limón","Negativo","bing",NA
"13479","limpiamente","Positivo","bing",NA
"13480","limpieza","Positivo","bing",NA
"13481","limpio","Positivo","bing",NA
"13482","lindo","Positivo","bing",NA
"13483","lío","Negativo","bing",NA
"13484","lírico","Positivo","bing",NA
"13485","lisiado","Negativo","bing",NA
"13486","lisiar","Negativo","bing",NA
"13487","lisonjero","Positivo","bing",NA
"13488","listo","Positivo","bing",NA
"13489","litera","Negativo","bing",NA
"13490","litigioso","Negativo","bing",NA
"13491","lívido","Negativo","bing",NA
"13492","llaga","Negativo","bing",NA
"13493","llamar","Negativo","bing",NA
"13494","llamarada","Negativo","bing",NA
"13495","llamativo","Negativo","bing",NA
"13496","llorar","Negativo","bing",NA
"13497","loable","Positivo","bing",NA
"13498","loca","Negativo","bing",NA
"13499","loco","Negativo","bing",NA
"13500","locura","Negativo","bing",NA
"13501","lógico","Positivo","bing",NA
"13502","lograr","Positivo","bing",NA
"13503","logro","Positivo","bing",NA
"13504","lucha","Negativo","bing",NA
"13505","luchar","Negativo","bing",NA
"13506","lujo","Positivo","bing",NA
"13507","lujoso","Positivo","bing",NA
"13508","luminoso","Positivo","bing",NA
"13509","lunático","Negativo","bing",NA
"13510","lustre","Positivo","bing",NA
"13511","lustroso","Positivo","bing",NA
"13512","madurez","Positivo","bing",NA
"13513","maestría","Positivo","bing",NA
"13514","maestro","Positivo","bing",NA
"13515","magia","Positivo","bing",NA
"13516","mágico","Positivo","bing",NA
"13517","magnificencia","Positivo","bing",NA
"13518","magnífico","Positivo","bing",NA
"13519","magro","Positivo","bing",NA
"13520","majestad","Positivo","bing",NA
"13521","majestuoso","Positivo","bing",NA
"13522","mal","Negativo","bing",NA
"13523","maldad","Negativo","bing",NA
"13524","maldición","Negativo","bing",NA
"13525","maldito","Negativo","bing",NA
"13526","malentendido","Negativo","bing",NA
"13527","malestar","Negativo","bing",NA
"13528","malévolo","Negativo","bing",NA
"13529","malhumorados","Negativo","bing",NA
"13530","malicia","Negativo","bing",NA
"13531","malicioso","Negativo","bing",NA
"13532","maligno","Negativo","bing",NA
"13533","malo","Negativo","bing",NA
"13534","maltratadas","Negativo","bing",NA
"13535","malvado","Negativo","bing",NA
"13536","mancha","Negativo","bing",NA
"13537","manchado","Negativo","bing",NA
"13538","manía","Negativo","bing",NA
"13539","maníaco","Negativo","bing",NA
"13540","manipulación","Negativo","bing",NA
"13541","manipular","Negativo","bing",NA
"13542","maraña","Negativo","bing",NA
"13543","maravilla","Positivo","bing",NA
"13544","maravillosamente","Positivo","bing",NA
"13545","maravilloso","Positivo","bing",NA
"13546","mareado","Negativo","bing",NA
"13547","marginal","Negativo","bing",NA
"13548","maricón","Negativo","bing",NA
"13549","marioneta","Negativo","bing",NA
"13550","martirio","Negativo","bing",NA
"13551","masacre","Negativo","bing",NA
"13552","matacandelas","Negativo","bing",NA
"13553","matanza","Negativo","bing",NA
"13554","matar","Negativo","bing",NA
"13555","matón","Negativo","bing",NA
"13556","mazmorra","Negativo","bing",NA
"13557","mediocre","Negativo","bing",NA
"13558","mediocridad","Negativo","bing",NA
"13559","mejora","Positivo","bing",NA
"13560","mejorado","Positivo","bing",NA
"13561","mejorar","Positivo","bing",NA
"13562","melancolía","Negativo","bing",NA
"13563","melancólico","Negativo","bing",NA
"13564","melodramático","Negativo","bing",NA
"13565","memorable","Positivo","bing",NA
"13566","mendicidad","Negativo","bing",NA
"13567","mendigar","Negativo","bing",NA
"13568","mendigo","Negativo","bing",NA
"13569","menguante","Negativo","bing",NA
"13570","menguar","Negativo","bing",NA
"13571","menospreciar","Negativo","bing",NA
"13572","mentira","Negativo","bing",NA
"13573","mentiroso","Negativo","bing",NA
"13574","mérito","Positivo","bing",NA
"13575","meritorio","Positivo","bing",NA
"13576","mermelada","Negativo","bing",NA
"13577","meticuloso","Positivo","bing",NA
"13578","mezquino","Negativo","bing",NA
"13579","miedo","Negativo","bing",NA
"13580","mierda","Negativo","bing",NA
"13581","milagro","Positivo","bing",NA
"13582","milagroso","Positivo","bing",NA
"13583","mimar","Positivo","bing",NA
"13584","minado","Negativo","bing",NA
"13585","minar","Negativo","bing",NA
"13586","miserable","Negativo","bing",NA
"13587","miseria","Negativo","bing",NA
"13588","misericordia","Positivo","bing",NA
"13589","misericordioso","Positivo","bing",NA
"13590","misterio","Negativo","bing",NA
"13591","misterioso","Negativo","bing",NA
"13592","mito","Negativo","bing",NA
"13593","mocoso","Negativo","bing",NA
"13594","moderno","Positivo","bing",NA
"13595","modestia","Positivo","bing",NA
"13596","modesto","Positivo","bing",NA
"13597","mofa","Negativo","bing",NA
"13598","molestar","Negativo","bing",NA
"13599","molestia","Negativo","bing",NA
"13600","molesto","Negativo","bing",NA
"13601","monotonía","Negativo","bing",NA
"13602","monótono","Negativo","bing",NA
"13603","monstruo","Negativo","bing",NA
"13604","monstruosidad","Negativo","bing",NA
"13605","monstruoso","Negativo","bing",NA
"13606","monumental","Positivo","bing",NA
"13607","moralidad","Positivo","bing",NA
"13608","mórbido","Negativo","bing",NA
"13609","moribundo","Negativo","bing",NA
"13610","morir","Negativo","bing",NA
"13611","mortal","Negativo","bing",NA
"13612","mortificación","Negativo","bing",NA
"13613","mudo","Negativo","bing",NA
"13614","muerte","Negativo","bing",NA
"13615","mundano","Negativo","bing",NA
"13616","naufragio","Negativo","bing",NA
"13617","nauseabundo","Negativo","bing",NA
"13618","navegable","Positivo","bing",NA
"13619","neblina","Negativo","bing",NA
"13620","nebuloso","Negativo","bing",NA
"13621","necedad","Negativo","bing",NA
"13622","necesitado","Negativo","bing",NA
"13623","negación","Negativo","bing",NA
"13624","negado","Negativo","bing",NA
"13625","negando","Negativo","bing",NA
"13626","negar","Negativo","bing",NA
"13627","negativa","Negativo","bing",NA
"13628","negativo","Negativo","bing",NA
"13629","negligencia","Negativo","bing",NA
"13630","negligente","Negativo","bing",NA
"13631","nepotismo","Negativo","bing",NA
"13632","nerviosismo","Negativo","bing",NA
"13633","nervioso","Negativo","bing",NA
"13634","neurótico","Negativo","bing",NA
"13635","niebla","Negativo","bing",NA
"13636","noble","Positivo","bing",NA
"13637","nocivo","Negativo","bing",NA
"13638","notable","Positivo","bing",NA
"13639","notablemente","Positivo","bing",NA
"13640","novedad","Positivo","bing",NA
"13641","novio","Positivo","bing",NA
"13642","nube","Negativo","bing",NA
"13643","nublado","Negativo","bing",NA
"13644","nutrir","Positivo","bing",NA
"13645","oasis","Positivo","bing",NA
"13646","obediente","Positivo","bing",NA
"13647","obertura","Positivo","bing",NA
"13648","obeso","Negativo","bing",NA
"13649","objeción","Negativo","bing",NA
"13650","objetable","Negativo","bing",NA
"13651","objeto","Negativo","bing",NA
"13652","oblicuo","Negativo","bing",NA
"13653","obligar","Negativo","bing",NA
"13654","obliterado","Negativo","bing",NA
"13655","obliterar","Negativo","bing",NA
"13656","obras","Positivo","bing",NA
"13657","obscenidad","Negativo","bing",NA
"13658","obsceno","Negativo","bing",NA
"13659","obsesión","Positivo","bing",NA
"13660","obstáculo","Negativo","bing",NA
"13661","obstinado","Negativo","bing",NA
"13662","obstrucción","Negativo","bing",NA
"13663","obstruir","Negativo","bing",NA
"13664","obtuso","Negativo","bing",NA
"13665","ocioso","Negativo","bing",NA
"13666","odiando","Negativo","bing",NA
"13667","odiar","Negativo","bing",NA
"13668","odio","Negativo","bing",NA
"13669","odioso","Negativo","bing",NA
"13670","ofender","Negativo","bing",NA
"13671","ofensiva","Negativo","bing",NA
"13672","oliendo","Negativo","bing",NA
"13673","olor","Negativo","bing",NA
"13674","olvidadizo","Negativo","bing",NA
"13675","olvido","Negativo","bing",NA
"13676","ominoso","Negativo","bing",NA
"13677","omisión","Negativo","bing",NA
"13678","omitir","Negativo","bing",NA
"13679","oneroso","Negativo","bing",NA
"13680","oportuno","Positivo","bing",NA
"13681","oposición","Negativo","bing",NA
"13682","opresión","Negativo","bing",NA
"13683","opresivo","Negativo","bing",NA
"13684","oprimir","Negativo","bing",NA
"13685","optimismo","Positivo","bing",NA
"13686","opulencia","Positivo","bing",NA
"13687","opulento","Positivo","bing",NA
"13688","ordalía","Negativo","bing",NA
"13689","ordenado","Positivo","bing",NA
"13690","ordenar","Negativo","bing",NA
"13691","orgullo","Positivo","bing",NA
"13692","orgulloso","Positivo","bing",NA
"13693","originalidad","Positivo","bing",NA
"13694","oro","Positivo","bing",NA
"13695","ortiga","Negativo","bing",NA
"13696","oscurecer","Negativo","bing",NA
"13697","oscurecido","Negativo","bing",NA
"13698","oscuridad","Negativo","bing",NA
"13699","oscuro","Negativo","bing",NA
"13700","ostentar","Negativo","bing",NA
"13701","ostentoso","Positivo","bing",NA
"13702","ovación","Positivo","bing",NA
"13703","oxidado","Negativo","bing",NA
"13704","óxido","Negativo","bing",NA
"13705","paciencia","Positivo","bing",NA
"13706","paciente","Positivo","bing",NA
"13707","pacífico","Positivo","bing",NA
"13708","pacotilla","Negativo","bing",NA
"13709","pacto","Positivo","bing",NA
"13710","pagano","Negativo","bing",NA
"13711","paja","Negativo","bing",NA
"13712","pala","Negativo","bing",NA
"13713","palanca","Negativo","bing",NA
"13714","palpitante","Negativo","bing",NA
"13715","pánico","Negativo","bing",NA
"13716","panorámico","Positivo","bing",NA
"13717","parada","Negativo","bing",NA
"13718","paradójico","Negativo","bing",NA
"13719","paralizado","Negativo","bing",NA
"13720","paranoia","Negativo","bing",NA
"13721","parásito","Negativo","bing",NA
"13722","parcela","Negativo","bing",NA
"13723","parcial","Negativo","bing",NA
"13724","parcialidad","Negativo","bing",NA
"13725","paria","Negativo","bing",NA
"13726","parodia","Negativo","bing",NA
"13727","parpadeo","Negativo","bing",NA
"13728","parrilla","Negativo","bing",NA
"13729","particularmente","Negativo","bing",NA
"13730","partidario","Positivo","bing",NA
"13731","partidista","Negativo","bing",NA
"13732","partisano","Negativo","bing",NA
"13733","pasión","Positivo","bing",NA
"13734","pasivo","Negativo","bing",NA
"13735","patético","Negativo","bing",NA
"13736","patriota","Positivo","bing",NA
"13737","patriótico","Positivo","bing",NA
"13738","patrocinar","Negativo","bing",NA
"13739","pavoneo","Negativo","bing",NA
"13740","pavor","Negativo","bing",NA
"13741","paz","Positivo","bing",NA
"13742","peaje","Negativo","bing",NA
"13743","pecado","Negativo","bing",NA
"13744","pecaminoso","Negativo","bing",NA
"13745","peculiar","Negativo","bing",NA
"13746","pedante","Negativo","bing",NA
"13747","pega","Negativo","bing",NA
"13748","pegado","Negativo","bing",NA
"13749","pegajoso","Negativo","bing",NA
"13750","pelea","Negativo","bing",NA
"13751","peligro","Negativo","bing",NA
"13752","peligroso","Negativo","bing",NA
"13753","pellizcar","Negativo","bing",NA
"13754","pena","Negativo","bing",NA
"13755","penosamente","Negativo","bing",NA
"13756","pensativo","Positivo","bing",NA
"13757","penumbra","Negativo","bing",NA
"13758","peor","Negativo","bing",NA
"13759","percance","Negativo","bing",NA
"13760","perder","Negativo","bing",NA
"13761","perdición","Negativo","bing",NA
"13762","pérdida","Negativo","bing",NA
"13763","perdido","Negativo","bing",NA
"13764","perdón","Positivo","bing",NA
"13765","perecer","Negativo","bing",NA
"13766","pereza","Negativo","bing",NA
"13767","perezoso","Negativo","bing",NA
"13768","perfección","Positivo","bing",NA
"13769","perfecto","Positivo","bing",NA
"13770","peril","Negativo","bing",NA
"13771","perjudicar","Negativo","bing",NA
"13772","perjudicial","Negativo","bing",NA
"13773","permisible","Positivo","bing",NA
"13774","permitirse","Positivo","bing",NA
"13775","pernicioso","Negativo","bing",NA
"13776","perplejidad","Negativo","bing",NA
"13777","perplejo","Negativo","bing",NA
"13778","perra","Negativo","bing",NA
"13779","persecución","Negativo","bing",NA
"13780","perseguir","Negativo","bing",NA
"13781","perseverancia","Positivo","bing",NA
"13782","perseverar","Positivo","bing",NA
"13783","perspicacia","Positivo","bing",NA
"13784","perturbación","Negativo","bing",NA
"13785","perturbado","Negativo","bing",NA
"13786","perversión","Negativo","bing",NA
"13787","perverso","Negativo","bing",NA
"13788","pervertido","Negativo","bing",NA
"13789","pesadilla","Negativo","bing",NA
"13790","pesimismo","Negativo","bing",NA
"13791","picadura","Negativo","bing",NA
"13792","pícaro","Negativo","bing",NA
"13793","picazón","Negativo","bing",NA
"13794","picapleitos","Negativo","bing",NA
"13795","piedad","Positivo","bing",NA
"13796","pifia","Negativo","bing",NA
"13797","pillaje","Negativo","bing",NA
"13798","pináculo","Positivo","bing",NA
"13799","pinchazo","Negativo","bing",NA
"13800","pintoresco","Positivo","bing",NA
"13801","piqué","Negativo","bing",NA
"13802","piquete","Negativo","bing",NA
"13803","piquetes","Negativo","bing",NA
"13804","placentero","Positivo","bing",NA
"13805","plaga","Negativo","bing",NA
"13806","platija","Negativo","bing",NA
"13807","pobre","Negativo","bing",NA
"13808","pobreza","Negativo","bing",NA
"13809","pocilga","Negativo","bing",NA
"13810","poderosamente","Positivo","bing",NA
"13811","poderoso","Positivo","bing",NA
"13812","podredumbre","Negativo","bing",NA
"13813","poético","Positivo","bing",NA
"13814","polémico","Negativo","bing",NA
"13815","polvo","Negativo","bing",NA
"13816","polvoriento","Negativo","bing",NA
"13817","pomposo","Negativo","bing",NA
"13818","ponche","Negativo","bing",NA
"13819","popular","Positivo","bing",NA
"13820","portátil","Positivo","bing",NA
"13821","potente","Positivo","bing",NA
"13822","práctico","Positivo","bing",NA
"13823","precario","Negativo","bing",NA
"13824","precioso","Positivo","bing",NA
"13825","precipitadamente","Negativo","bing",NA
"13826","precipitado","Negativo","bing",NA
"13827","precipitar","Negativo","bing",NA
"13828","precisamente","Positivo","bing",NA
"13829","preciso","Positivo","bing",NA
"13830","predicamento","Negativo","bing",NA
"13831","preeminente","Positivo","bing",NA
"13832","preferir","Positivo","bing",NA
"13833","pregonar","Negativo","bing",NA
"13834","prejuicio","Negativo","bing",NA
"13835","premeditado","Negativo","bing",NA
"13836","premio","Positivo","bing",NA
"13837","preocupación","Negativo","bing",NA
"13838","preocupado","Negativo","bing",NA
"13839","preocupante","Negativo","bing",NA
"13840","preocuparse","Negativo","bing",NA
"13841","presentimiento","Negativo","bing",NA
"13842","preso","Negativo","bing",NA
"13843","prestigio","Positivo","bing",NA
"13844","presumido","Negativo","bing",NA
"13845","presuntuoso","Negativo","bing",NA
"13846","pretensión","Negativo","bing",NA
"13847","prevenido","Negativo","bing",NA
"13848","previsión","Positivo","bing",NA
"13849","prima","Positivo","bing",NA
"13850","primitivo","Negativo","bing",NA
"13851","prisa","Negativo","bing",NA
"13852","prisión","Negativo","bing",NA
"13853","privación","Negativo","bing",NA
"13854","privilegiado","Positivo","bing",NA
"13855","privilegio","Positivo","bing",NA
"13856","probado","Positivo","bing",NA
"13857","problema","Negativo","bing",NA
"13858","procesar","Negativo","bing",NA
"13859","prodigio","Positivo","bing",NA
"13860","prodigioso","Positivo","bing",NA
"13861","pródigo","Positivo","bing",NA
"13862","productivo","Positivo","bing",NA
"13863","proeza","Positivo","bing",NA
"13864","profano","Negativo","bing",NA
"13865","profusión","Positivo","bing",NA
"13866","profuso","Positivo","bing",NA
"13867","progresivo","Negativo","bing",NA
"13868","progreso","Positivo","bing",NA
"13869","prohibiendo","Negativo","bing",NA
"13870","prohibir","Negativo","bing",NA
"13871","prohibitivo","Negativo","bing",NA
"13872","prolífico","Positivo","bing",NA
"13873","prolongada","Negativo","bing",NA
"13874","promesa","Positivo","bing",NA
"13875","prometedor","Positivo","bing",NA
"13876","prominencia","Positivo","bing",NA
"13877","promotor","Positivo","bing",NA
"13878","propaganda","Negativo","bing",NA
"13879","propicio","Positivo","bing",NA
"13880","propietario","Negativo","bing",NA
"13881","proscribir","Negativo","bing",NA
"13882","próspera","Positivo","bing",NA
"13883","prosperar","Positivo","bing",NA
"13884","prosperidad","Positivo","bing",NA
"13885","próspero","Positivo","bing",NA
"13886","protección","Positivo","bing",NA
"13887","protector","Positivo","bing",NA
"13888","proteger","Positivo","bing",NA
"13889","protesta","Negativo","bing",NA
"13890","providencia","Positivo","bing",NA
"13891","provocación","Negativo","bing",NA
"13892","provocativo","Negativo","bing",NA
"13893","prudencia","Positivo","bing",NA
"13894","prudente","Positivo","bing",NA
"13895","pudrir","Negativo","bing",NA
"13896","pueril","Negativo","bing",NA
"13897","puesto","Negativo","bing",NA
"13898","pulcramente","Positivo","bing",NA
"13899","pulcro","Positivo","bing",NA
"13900","pulido","Positivo","bing",NA
"13901","pulla","Negativo","bing",NA
"13902","punitivo","Negativo","bing",NA
"13903","puntal","Negativo","bing",NA
"13904","puntual","Positivo","bing",NA
"13905","puñalada","Negativo","bing",NA
"13906","puño","Negativo","bing",NA
"13907","purificar","Positivo","bing",NA
"13908","purpurina","Positivo","bing",NA
"13909","puta","Negativo","bing",NA
"13910","quebradizo","Negativo","bing",NA
"13911","quebrado","Negativo","bing",NA
"13912","queja","Negativo","bing",NA
"13913","quejarse","Negativo","bing",NA
"13914","quejido","Negativo","bing",NA
"13915","quemar","Negativo","bing",NA
"13916","querida","Negativo","bing",NA
"13917","querido","Positivo","bing",NA
"13918","quisquilloso","Negativo","bing",NA
"13919","rabia","Negativo","bing",NA
"13920","rabioso","Negativo","bing",NA
"13921","racional","Positivo","bing",NA
"13922","radiante","Positivo","bing",NA
"13923","radicalmente","Negativo","bing",NA
"13924","rancio","Negativo","bing",NA
"13925","rápidamente","Positivo","bing",NA
"13926","rápido","Positivo","bing",NA
"13927","rapto","Positivo","bing",NA
"13928","rareza","Negativo","bing",NA
"13929","rasguño","Negativo","bing",NA
"13930","reaccionario","Negativo","bing",NA
"13931","reacio","Negativo","bing",NA
"13932","reafirmar","Positivo","bing",NA
"13933","realista","Positivo","bing",NA
"13934","realizado","Positivo","bing",NA
"13935","rebelde","Negativo","bing",NA
"13936","recaída","Negativo","bing",NA
"13937","recalcitrante","Negativo","bing",NA
"13938","recesión","Negativo","bing",NA
"13939","rechaza","Negativo","bing",NA
"13940","rechazado","Negativo","bing",NA
"13941","rechazar","Negativo","bing",NA
"13942","rechazo","Negativo","bing",NA
"13943","recomendable","Positivo","bing",NA
"13944","recomendación","Positivo","bing",NA
"13945","recomendar","Positivo","bing",NA
"13946","recompensa","Positivo","bing",NA
"13947","reconciliación","Positivo","bing",NA
"13948","reconciliar","Positivo","bing",NA
"13949","rectificación","Positivo","bing",NA
"13950","rectificar","Positivo","bing",NA
"13951","recuperación","Positivo","bing",NA
"13952","redención","Positivo","bing",NA
"13953","redundancia","Negativo","bing",NA
"13954","redundante","Negativo","bing",NA
"13955","reembolso","Positivo","bing",NA
"13956","refinamiento","Positivo","bing",NA
"13957","refinar","Positivo","bing",NA
"13958","reforma","Positivo","bing",NA
"13959","reforzar","Positivo","bing",NA
"13960","refrescante","Positivo","bing",NA
"13961","refutación","Negativo","bing",NA
"13962","refutar","Negativo","bing",NA
"13963","regañar","Negativo","bing",NA
"13964","regañina","Negativo","bing",NA
"13965","regaño","Negativo","bing",NA
"13966","regatear","Negativo","bing",NA
"13967","regio","Positivo","bing",NA
"13968","regocijarse","Positivo","bing",NA
"13969","regocijo","Positivo","bing",NA
"13970","regresión","Negativo","bing",NA
"13971","regresivo","Negativo","bing",NA
"13972","rehén","Negativo","bing",NA
"13973","rehuir","Negativo","bing",NA
"13974","rejilla","Negativo","bing",NA
"13975","rejuvenecer","Positivo","bing",NA
"13976","rejuvenecido","Positivo","bing",NA
"13977","relajado","Positivo","bing",NA
"13978","remedio","Positivo","bing",NA
"13979","remisión","Positivo","bing",NA
"13980","remordimiento","Negativo","bing",NA
"13981","renacer","Positivo","bing",NA
"13982","renacimiento","Positivo","bing",NA
"13983","rencor","Negativo","bing",NA
"13984","rendición","Negativo","bing",NA
"13985","renombrado","Positivo","bing",NA
"13986","renombre","Positivo","bing",NA
"13987","renuencia","Negativo","bing",NA
"13988","renuncia","Negativo","bing",NA
"13989","renunciar","Negativo","bing",NA
"13990","reprensión","Negativo","bing",NA
"13991","represión","Negativo","bing",NA
"13992","reprimenda","Negativo","bing",NA
"13993","reprimir","Negativo","bing",NA
"13994","reproche","Negativo","bing",NA
"13995","repudio","Negativo","bing",NA
"13996","repugnante","Negativo","bing",NA
"13997","reputación","Positivo","bing",NA
"13998","resentido","Negativo","bing",NA
"13999","resentimiento","Negativo","bing",NA
"14000","reservado","Negativo","bing",NA
"14001","residuos","Negativo","bing",NA
"14002","resignado","Negativo","bing",NA
"14003","resistencia","Negativo","bing",NA
"14004","resistente","Positivo","bing",NA
"14005","respetable","Positivo","bing",NA
"14006","respeto","Positivo","bing",NA
"14007","respetuoso","Positivo","bing",NA
"14008","respiradero","Negativo","bing",NA
"14009","respiro","Positivo","bing",NA
"14010","resplandeciente","Positivo","bing",NA
"14011","resplandor","Positivo","bing",NA
"14012","responsabilidad","Negativo","bing",NA
"14013","restaurada","Positivo","bing",NA
"14014","restricción","Negativo","bing",NA
"14015","restrictivo","Negativo","bing",NA
"14016","restringido","Negativo","bing",NA
"14017","restringir","Negativo","bing",NA
"14018","resucitar","Positivo","bing",NA
"14019","resuelto","Positivo","bing",NA
"14020","retardar","Negativo","bing",NA
"14021","reticente","Negativo","bing",NA
"14022","retorcerse","Negativo","bing",NA
"14023","retorcido","Negativo","bing",NA
"14024","retórica","Negativo","bing",NA
"14025","retórico","Negativo","bing",NA
"14026","retraer","Negativo","bing",NA
"14027","retrasado","Negativo","bing",NA
"14028","retrasar","Negativo","bing",NA
"14029","retraso","Negativo","bing",NA
"14030","retribuido","Positivo","bing",NA
"14031","retroceder","Negativo","bing",NA
"14032","retroceso","Negativo","bing",NA
"14033","revelación","Positivo","bing",NA
"14034","reverencia","Positivo","bing",NA
"14035","reverenciar","Positivo","bing",NA
"14036","reverente","Positivo","bing",NA
"14037","revertir","Negativo","bing",NA
"14038","revés","Negativo","bing",NA
"14039","revivir","Positivo","bing",NA
"14040","revocar","Negativo","bing",NA
"14041","revolcarse","Negativo","bing",NA
"14042","revoltoso","Negativo","bing",NA
"14043","revolucionar","Positivo","bing",NA
"14044","revolucionario","Positivo","bing",NA
"14045","revuelta","Negativo","bing",NA
"14046","revulsión","Negativo","bing",NA
"14047","rezagado","Negativo","bing",NA
"14048","rico","Positivo","bing",NA
"14049","ridículo","Negativo","bing",NA
"14050","riesgo","Negativo","bing",NA
"14051","rigidez","Negativo","bing",NA
"14052","rígido","Negativo","bing",NA
"14053","riqueza","Positivo","bing",NA
"14054","rival","Negativo","bing",NA
"14055","rivalidad","Negativo","bing",NA
"14056","robado","Negativo","bing",NA
"14057","robar","Negativo","bing",NA
"14058","robo","Negativo","bing",NA
"14059","robusto","Positivo","bing",NA
"14060","rocín","Negativo","bing",NA
"14061","rodera","Negativo","bing",NA
"14062","romántico","Positivo","bing",NA
"14063","romo","Negativo","bing",NA
"14064","romper","Negativo","bing",NA
"14065","rompió","Negativo","bing",NA
"14066","rondar","Negativo","bing",NA
"14067","rosado","Positivo","bing",NA
"14068","roscado","Negativo","bing",NA
"14069","roto","Negativo","bing",NA
"14070","rotundo","Positivo","bing",NA
"14071","rotura","Negativo","bing",NA
"14072","ruda","Negativo","bing",NA
"14073","ruido","Negativo","bing",NA
"14074","ruidoso","Negativo","bing",NA
"14075","ruin","Negativo","bing",NA
"14076","ruina","Negativo","bing",NA
"14077","ruinas","Negativo","bing",NA
"14078","ruinoso","Negativo","bing",NA
"14079","rumor","Negativo","bing",NA
"14080","ruptura","Negativo","bing",NA
"14081","rutina","Negativo","bing",NA
"14082","sabiduría","Positivo","bing",NA
"14083","sabio","Positivo","bing",NA
"14084","saborear","Positivo","bing",NA
"14085","sabotaje","Negativo","bing",NA
"14086","saco","Negativo","bing",NA
"14087","sacudida","Negativo","bing",NA
"14088","sacudir","Negativo","bing",NA
"14089","saludable","Positivo","bing",NA
"14090","saludo","Positivo","bing",NA
"14091","salvaje","Negativo","bing",NA
"14092","salvajismo","Negativo","bing",NA
"14093","sanar","Positivo","bing",NA
"14094","sangría","Negativo","bing",NA
"14095","sangriento","Negativo","bing",NA
"14096","sanguijuela","Negativo","bing",NA
"14097","sanguinario","Negativo","bing",NA
"14098","sano","Positivo","bing",NA
"14099","santificado","Positivo","bing",NA
"14100","santo","Positivo","bing",NA
"14101","saqueo","Negativo","bing",NA
"14102","sarcasmo","Negativo","bing",NA
"14103","sardónico","Negativo","bing",NA
"14104","satírico","Negativo","bing",NA
"14105","satisfacer","Positivo","bing",NA
"14106","satisfactoriamente","Positivo","bing",NA
"14107","satisfecho","Positivo","bing",NA
"14108","savia","Negativo","bing",NA
