"","palabra","sentimiento","lexicon","valor"
"14100","santo","positivo","bing",NA
"14101","saqueo","negativo","bing",NA
"14102","sarcasmo","negativo","bing",NA
"14103","sardónico","negativo","bing",NA
"14104","satírico","negativo","bing",NA
"14105","satisfacer","positivo","bing",NA
"14106","satisfactoriamente","positivo","bing",NA
"14107","satisfecho","positivo","bing",NA
"14108","savia","negativo","bing",NA
"14109","sazonado","positivo","bing",NA
"14110","sed","negativo","bing",NA
"14111","sedentario","negativo","bing",NA
"14112","seductor","positivo","bing",NA
"14113","seguridades","positivo","bing",NA
"14114","seguro","positivo","bing",NA
"14115","sencillo","positivo","bing",NA
"14116","senil","negativo","bing",NA
"14117","sensación","positivo","bing",NA
"14118","sensacional","positivo","bing",NA
"14119","sensible","positivo","bing",NA
"14120","señorita","negativo","bing",NA
"14121","señuelo","negativo","bing",NA
"14122","sequía","negativo","bing",NA
"14123","serenidad","positivo","bing",NA
"14124","sereno","positivo","bing",NA
"14125","seriedad","negativo","bing",NA
"14126","serio","negativo","bing",NA
"14127","servidumbre","negativo","bing",NA
"14128","servil","negativo","bing",NA
"14129","sesgado","negativo","bing",NA
"14130","sesgo","negativo","bing",NA
"14131","severidad","negativo","bing",NA
"14132","severo","negativo","bing",NA
"14133","sexy","positivo","bing",NA
"14134","significativo","positivo","bing",NA
"14135","silbido","negativo","bing",NA
"14136","silencioso","positivo","bing",NA
"14137","simplificar","positivo","bing",NA
"14138","sinceridad","positivo","bing",NA
"14139","sincero","positivo","bing",NA
"14140","siniestro","negativo","bing",NA
"14141","síntoma","negativo","bing",NA
"14142","sitiar","negativo","bing",NA
"14143","situación","negativo","bing",NA
"14144","smash","negativo","bing",NA
"14145","snob","negativo","bing",NA
"14146","soborno","negativo","bing",NA
"14147","sobresalir","positivo","bing",NA
"14148","sociable","positivo","bing",NA
"14149","sofocante","negativo","bing",NA
"14150","soledad","negativo","bing",NA
"14151","solidaridad","positivo","bing",NA
"14152","sólido","positivo","bing",NA
"14153","solitario","negativo","bing",NA
"14154","sollozo","negativo","bing",NA
"14155","solterona","negativo","bing",NA
"14156","solvencia","positivo","bing",NA
"14157","sombreado","negativo","bing",NA
"14158","sombrío","negativo","bing",NA
"14159","sometido","negativo","bing",NA
"14160","sonajero","negativo","bing",NA
"14161","sonriente","positivo","bing",NA
"14162","sonrisa","positivo","bing",NA
"14163","sordos","negativo","bing",NA
"14164","sorprendentemente","positivo","bing",NA
"14165","sosegado","positivo","bing",NA
"14166","soso","negativo","bing",NA
"14167","sospecha","negativo","bing",NA
"14168","sospechas","negativo","bing",NA
"14169","sospechoso","negativo","bing",NA
"14170","suave","negativo","bing",NA
"14171","suavemente","positivo","bing",NA
"14172","subestimar","negativo","bing",NA
"14173","subordinado","negativo","bing",NA
"14174","subvencionar","positivo","bing",NA
"14175","subversión","negativo","bing",NA
"14176","subversivo","negativo","bing",NA
"14177","subvertir","negativo","bing",NA
"14178","subyugación","negativo","bing",NA
"14179","suciedad","negativo","bing",NA
"14180","sucio","negativo","bing",NA
"14181","sucumbir","negativo","bing",NA
"14182","sudario","negativo","bing",NA
"14183","suerte","positivo","bing",NA
"14184","suficiente","positivo","bing",NA
"14185","suficientemente","positivo","bing",NA
"14186","sufridor","negativo","bing",NA
"14187","sufrimiento","negativo","bing",NA
"14188","sufrir","negativo","bing",NA
"14189","suicida","negativo","bing",NA
"14190","suicidio","negativo","bing",NA
"14191","sujeción","negativo","bing",NA
"14192","suntuoso","positivo","bing",NA
"14193","superabundancia","negativo","bing",NA
"14194","superado","positivo","bing",NA
"14195","superchería","negativo","bing",NA
"14196","superficial","negativo","bing",NA
"14197","superfluo","negativo","bing",NA
"14198","superior","positivo","bing",NA
"14199","superioridad","positivo","bing",NA
"14200","superstición","negativo","bing",NA
"14201","supersticioso","negativo","bing",NA
"14202","supervivencia","positivo","bing",NA
"14203","súplica","negativo","bing",NA
"14204","supremacía","positivo","bing",NA
"14205","supremamente","positivo","bing",NA
"14206","supremo","positivo","bing",NA
"14207","supresión","negativo","bing",NA
"14208","suprimir","negativo","bing",NA
"14209","surco","negativo","bing",NA
"14210","susceptible","negativo","bing",NA
"14211","suspicaz","negativo","bing",NA
"14212","sustantivo","positivo","bing",NA
"14213","sustentación","positivo","bing",NA
"14214","susto","negativo","bing",NA
"14215","sustraer","negativo","bing",NA
"14216","tabú","negativo","bing",NA
"14217","tacaño","negativo","bing",NA
"14218","tacos","negativo","bing",NA
"14219","taladro","negativo","bing",NA
"14220","talento","positivo","bing",NA
"14221","talentoso","positivo","bing",NA
"14222","tambaleante","negativo","bing",NA
"14223","tanque","negativo","bing",NA
"14224","tardío","negativo","bing",NA
"14225","tartamudeo","negativo","bing",NA
"14226","tedioso","negativo","bing",NA
"14227","temer","negativo","bing",NA
"14228","temerario","negativo","bing",NA
"14229","temeroso","negativo","bing",NA
"14230","temor","positivo","bing",NA
"14231","tempestad","negativo","bing",NA
"14232","tempestuoso","negativo","bing",NA
"14233","tenacidad","negativo","bing",NA
"14234","tenaz","positivo","bing",NA
"14235","tensión","negativo","bing",NA
"14236","tenso","negativo","bing",NA
"14237","tentación","negativo","bing",NA
"14238","tentador","positivo","bing",NA
"14239","tentadora","positivo","bing",NA
"14240","tentar","positivo","bing",NA
"14241","tentativo","negativo","bing",NA
"14242","tenue","negativo","bing",NA
"14243","tergiversación","negativo","bing",NA
"14244","ternura","negativo","bing",NA
"14245","terrible","negativo","bing",NA
"14246","terriblemente","negativo","bing",NA
"14247","terror","negativo","bing",NA
"14248","terrorismo","negativo","bing",NA
"14249","tesoro","positivo","bing",NA
"14250","testarudez","negativo","bing",NA
"14251","tibio","negativo","bing",NA
"14252","tiburón","negativo","bing",NA
"14253","tierno","positivo","bing",NA
"14254","timidez","negativo","bing",NA
"14255","tímido","negativo","bing",NA
"14256","tiranía","negativo","bing",NA
"14257","tiránico","negativo","bing",NA
"14258","tirano","negativo","bing",NA
"14259","tirante","negativo","bing",NA
"14260","tirón","negativo","bing",NA
"14261","tocón","negativo","bing",NA
"14262","tonto","negativo","bing",NA
"14263","torcedura","negativo","bing",NA
"14264","tormento","negativo","bing",NA
"14265","torpe","negativo","bing",NA
"14266","torpeza","negativo","bing",NA
"14267","torrente","negativo","bing",NA
"14268","tortuoso","negativo","bing",NA
"14269","tortura","negativo","bing",NA
"14270","tóxico","negativo","bing",NA
"14271","trabajo","negativo","bing",NA
"14272","tracción","positivo","bing",NA
"14273","tragarse","negativo","bing",NA
"14274","tragedia","negativo","bing",NA
"14275","trágico","negativo","bing",NA
"14276","traición","negativo","bing",NA
"14277","traicionar","negativo","bing",NA
"14278","traicionero","negativo","bing",NA
"14279","traidor","negativo","bing",NA
"14280","trampa","negativo","bing",NA
"14281","tranquilidad","positivo","bing",NA
"14282","tranquilizar","positivo","bing",NA
"14283","tranquilo","positivo","bing",NA
"14284","transgresión","negativo","bing",NA
"14285","transparente","positivo","bing",NA
"14286","trascendental","positivo","bing",NA
"14287","traste","negativo","bing",NA
"14288","trastorno","negativo","bing",NA
"14289","traumático","negativo","bing",NA
"14290","travesura","negativo","bing",NA
"14291","travieso","negativo","bing",NA
"14292","tremendamente","positivo","bing",NA
"14293","triste","negativo","bing",NA
"14294","tristemente","negativo","bing",NA
"14295","tristeza","negativo","bing",NA
"14296","triunfante","positivo","bing",NA
"14297","triunfo","positivo","bing",NA
"14298","trofeo","positivo","bing",NA
"14299","trompeta","positivo","bing",NA
"14300","tropezón","negativo","bing",NA
"14301","truco","negativo","bing",NA
"14302","tumultuoso","negativo","bing",NA
"14303","turbio","negativo","bing",NA
"14304","turbulento","negativo","bing",NA
"14305","ulterior","negativo","bing",NA
"14306","ultimátum","negativo","bing",NA
"14307","unidad","positivo","bing",NA
"14308","untar","negativo","bing",NA
"14309","urdimbre","negativo","bing",NA
"14310","urgente","negativo","bing",NA
"14311","usado","negativo","bing",NA
"14312","usurpar","negativo","bing",NA
"14313","útil","positivo","bing",NA
"14314","vacío","negativo","bing",NA
"14315","vagabundo","negativo","bing",NA
"14316","vago","negativo","bing",NA
"14317","vaguedad","negativo","bing",NA
"14318","valentía","positivo","bing",NA
"14319","valiente","positivo","bing",NA
"14320","valioso","positivo","bing",NA
"14321","valor","positivo","bing",NA
"14322","vanamente","negativo","bing",NA
"14323","vanidad","negativo","bing",NA
"14324","variedad","positivo","bing",NA
"14325","vehemente","negativo","bing",NA
"14326","veneno","negativo","bing",NA
"14327","venenoso","negativo","bing",NA
"14328","venganza","negativo","bing",NA
"14329","vengativo","negativo","bing",NA
"14330","ventaja","positivo","bing",NA
"14331","ventajoso","positivo","bing",NA
"14332","ventosa","negativo","bing",NA
"14333","veracidad","positivo","bing",NA
"14334","veraz","positivo","bing",NA
"14335","verdadero","positivo","bing",NA
"14336","vergonzoso","negativo","bing",NA
"14337","vergüenza","negativo","bing",NA
"14338","versátil","positivo","bing",NA
"14339","versatilidad","positivo","bing",NA
"14340","vertedero","negativo","bing",NA
"14341","vertederos","negativo","bing",NA
"14342","víbora","negativo","bing",NA
"14343","vibración","negativo","bing",NA
"14344","vibrar","negativo","bing",NA
"14345","viciado","negativo","bing",NA
"14346","vicio","negativo","bing",NA
"14347","vicioso","negativo","bing",NA
"14348","víctima","negativo","bing",NA
"14349","victoria","positivo","bing",NA
"14350","victorioso","positivo","bing",NA
"14351","vigilancia","negativo","bing",NA
"14352","vigilante","positivo","bing",NA
"14353","vigorizar","positivo","bing",NA
"14354","vil","negativo","bing",NA
"14355","villano","negativo","bing",NA
"14356","violación","negativo","bing",NA
"14357","violentamente","negativo","bing",NA
"14358","violento","negativo","bing",NA
"14359","virtud","positivo","bing",NA
"14360","virtuoso","positivo","bing",NA
"14361","virulencia","negativo","bing",NA
"14362","virus","negativo","bing",NA
"14363","visionario","positivo","bing",NA
"14364","vivaz","positivo","bing",NA
"14365","vívido","positivo","bing",NA
"14366","volatilidad","negativo","bing",NA
"14367","volcar","negativo","bing",NA
"14368","voluble","negativo","bing",NA
"14369","voluminoso","negativo","bing",NA
"14370","vómito","negativo","bing",NA
"14371","vómitos","negativo","bing",NA
"14372","vulgar","negativo","bing",NA
"14373","vulnerable","negativo","bing",NA
"14374","zas","negativo","bing",NA
"14375","zueco","negativo","bing",NA
"14376","zumbido","negativo","bing",NA
"14377","abandonado",NA,"AFINN",-2
"14378","abandonar",NA,"AFINN",-2
"14379","abordo",NA,"AFINN",1
"14380","aborrecer",NA,"AFINN",-3
"14381","aborrecible",NA,"AFINN",-3
"14382","aborrecimiento",NA,"AFINN",-3
"14383","abrazar",NA,"AFINN",1
"14384","abrazo",NA,"AFINN",2
"14385","absorbido",NA,"AFINN",1
"14386","absorto",NA,"AFINN",1
"14387","aburrido",NA,"AFINN",-2
"14388","abuso",NA,"AFINN",-3
"14389","abusón",NA,"AFINN",-2
"14390","accidental",NA,"AFINN",-2
"14391","accidentalmente",NA,"AFINN",-2
"14392","accidente",NA,"AFINN",-2
"14393","acecho",NA,"AFINN",-1
"14394","aceptado",NA,"AFINN",-1
"14395","aceptar",NA,"AFINN",1
"14396","acordar",NA,"AFINN",1
"14397","activo",NA,"AFINN",1
"14398","acuchillar",NA,"AFINN",-2
"14399","acuerdo",NA,"AFINN",1
"14400","acusación",NA,"AFINN",-2
"14401","acusado",NA,"AFINN",-2
"14402","acusando",NA,"AFINN",-2
"14403","adecuado",NA,"AFINN",1
"14404","admirar",NA,"AFINN",3
"14405","admitir",NA,"AFINN",-1
"14406","adoptar",NA,"AFINN",1
"14407","adorable",NA,"AFINN",3
"14408","adorar",NA,"AFINN",3
"14409","advertencia",NA,"AFINN",-3
"14410","advertir",NA,"AFINN",-2
"14411","afecto",NA,"AFINN",3
"14412","afición",NA,"AFINN",2
"14413","afligido",NA,"AFINN",-1
"14414","afortunado",NA,"AFINN",2
"14415","agonizante",NA,"AFINN",-3
"14416","agotado",NA,"AFINN",-2
"14417","agradable",NA,"AFINN",2
"14418","agradecido",NA,"AFINN",2
"14419","agravado",NA,"AFINN",-2
"14420","agravante",NA,"AFINN",-2
"14421","agresión",NA,"AFINN",-2
"14422","agresivo",NA,"AFINN",-2
"14423","aguante",NA,"AFINN",2
"14424","ahogado",NA,"AFINN",-1
"14425","ahogarse",NA,"AFINN",-2
"14426","airado",NA,"AFINN",-3
"14427","aislado",NA,"AFINN",-1
"14428","alabado",NA,"AFINN",3
"14429","alabanza",NA,"AFINN",3
"14430","alarma",NA,"AFINN",-2
"14431","alegre",NA,"AFINN",2
"14432","alegría",NA,"AFINN",3
"14433","alentar",NA,"AFINN",2
"14434","alerta",NA,"AFINN",-1
"14435","alicaído",NA,"AFINN",-2
"14436","alienación",NA,"AFINN",-2
"14437","aliviando",NA,"AFINN",2
"14438","amable",NA,"AFINN",3
"14439","amargamente",NA,"AFINN",-2
"14440","ambicioso",NA,"AFINN",2
"14441","amenaza",NA,"AFINN",-2
"14442","amenazante",NA,"AFINN",-2
"14443","amenazar",NA,"AFINN",-2
"14444","amistoso",NA,"AFINN",2
"14445","amor",NA,"AFINN",3
"14446","amoroso",NA,"AFINN",2
"14447","ampliar",NA,"AFINN",1
"14448","angustia",NA,"AFINN",-2
"14449","angustiado",NA,"AFINN",-2
"14450","angustioso",NA,"AFINN",-2
"14451","anhelo",NA,"AFINN",-1
"14452","animosidad",NA,"AFINN",-2
"14453","ansiedad",NA,"AFINN",-2
"14454","ansioso",NA,"AFINN",-2
"14455","antagónico",NA,"AFINN",-2
"14456","anticipación",NA,"AFINN",1
"14457","apaciguar",NA,"AFINN",2
"14458","aparejo",NA,"AFINN",-1
"14459","apasionado",NA,"AFINN",2
"14460","apatía",NA,"AFINN",-3
"14461","apático",NA,"AFINN",-3
"14462","aplastado",NA,"AFINN",-2
"14463","aplastante",NA,"AFINN",-1
"14464","aplastar",NA,"AFINN",-1
"14465","aplausos",NA,"AFINN",2
"14466","aplazar",NA,"AFINN",-1
"14467","apocalíptico",NA,"AFINN",-2
"14468","apoyado",NA,"AFINN",2
"14469","apoyo",NA,"AFINN",1
"14470","apreciación",NA,"AFINN",2
"14471","apreciar",NA,"AFINN",2
"14472","aprensivo",NA,"AFINN",-2
"14473","aprobación",NA,"AFINN",2
"14474","aptitud",NA,"AFINN",1
"14475","ardiente",NA,"AFINN",1
"14476","arrastrar",NA,"AFINN",-1
"14477","arrepentido",NA,"AFINN",-2
"14478","arrestar",NA,"AFINN",-2
"14479","arrogante",NA,"AFINN",-2
"14480","arruinado",NA,"AFINN",-2
"14481","asco",NA,"AFINN",-3
"14482","asegurar",NA,"AFINN",1
"14483","asesinato",NA,"AFINN",-2
"14484","asesino",NA,"AFINN",-2
"14485","asombrar",NA,"AFINN",2
"14486","asqueroso",NA,"AFINN",-3
"14487","asustado",NA,"AFINN",-2
"14488","atacar",NA,"AFINN",-1
"14489","ataque",NA,"AFINN",-1
"14490","aterrorizar",NA,"AFINN",-3
"14491","atracción",NA,"AFINN",2
"14492","atractivo",NA,"AFINN",1
"14493","atrevido",NA,"AFINN",2
"14494","atropello",NA,"AFINN",-3
"14495","aturdido",NA,"AFINN",-2
"14496","audaz",NA,"AFINN",2
"14497","aumentado",NA,"AFINN",1
"14498","aumentar",NA,"AFINN",1
"14499","ausente",NA,"AFINN",-1
"14500","autor",NA,"AFINN",-2
"14501","autoridad",NA,"AFINN",1
"14502","avanzado",NA,"AFINN",1
"14503","aventuras",NA,"AFINN",2
"14504","aventurero",NA,"AFINN",2
"14505","avergonzado",NA,"AFINN",-2
"14506","avergonzar",NA,"AFINN",-2
"14507","aversión",NA,"AFINN",-2
"14508","ávido",NA,"AFINN",2
"14509","barras",NA,"AFINN",-2
"14510","barrera",NA,"AFINN",-2
"14511","bastardo",NA,"AFINN",-5
"14512","batalla",NA,"AFINN",-1
"14513","bella",NA,"AFINN",1
"14514","bendecir",NA,"AFINN",2
"14515","bendición",NA,"AFINN",3
"14516","beneficio",NA,"AFINN",2
"14517","beso",NA,"AFINN",2
"14518","bienes",NA,"AFINN",2
"14519","bienvenida",NA,"AFINN",2
"14520","bizarro",NA,"AFINN",2
"14521","bloque",NA,"AFINN",-1
"14522","boicot",NA,"AFINN",-2
"14523","boicotear",NA,"AFINN",-2
"14524","bomba",NA,"AFINN",-1
"14525","bondad",NA,"AFINN",3
"14526","bonito",NA,"AFINN",2
"14527","brillante",NA,"AFINN",4
"14528","brillo",NA,"AFINN",1
"14529","broma",NA,"AFINN",2
"14530","bruto",NA,"AFINN",-2
"14531","bueno",NA,"AFINN",3
"14532","burlón",NA,"AFINN",-2
"14533","burro",NA,"AFINN",-4
"14534","cadáver",NA,"AFINN",-1
"14535","calambre",NA,"AFINN",-1
"14536","calamitoso",NA,"AFINN",-3
"14537","calma",NA,"AFINN",2
"14538","calmante",NA,"AFINN",3
"14539","calmar",NA,"AFINN",3
"14540","cancelar",NA,"AFINN",-1
"14541","cáncer",NA,"AFINN",-1
"14542","cansado",NA,"AFINN",-2
"14543","caos",NA,"AFINN",-2
"14544","caótico",NA,"AFINN",-2
"14545","capacidad",NA,"AFINN",2
"14546","capaz",NA,"AFINN",1
"14547","caprichoso",NA,"AFINN",1
"14548","carga",NA,"AFINN",-2
"14549","castigado",NA,"AFINN",-2
"14550","castigar",NA,"AFINN",-2
"14551","catástrofe",NA,"AFINN",-3
"14552","cauteloso",NA,"AFINN",-1
"14553","celebrando",NA,"AFINN",3
"14554","célebre",NA,"AFINN",3
"14555","celestial",NA,"AFINN",4
"14556","celoso",NA,"AFINN",-2
"14557","censor",NA,"AFINN",-2
"14558","ceñudo",NA,"AFINN",-1
"14559","chispa",NA,"AFINN",1
"14560","chiste",NA,"AFINN",2
"14561","chocar",NA,"AFINN",-1
"14562","choque",NA,"AFINN",-2
"14563","chupar",NA,"AFINN",-3
"14564","ciego",NA,"AFINN",-1
"14565","cínico",NA,"AFINN",-2
"14566","claridad",NA,"AFINN",2
"14567","clase",NA,"AFINN",2
"14568","cobarde",NA,"AFINN",-2
"14569","codicia",NA,"AFINN",-3
"14570","codicioso",NA,"AFINN",-2
"14571","colapso",NA,"AFINN",-2
"14572","colisión",NA,"AFINN",-2
"14573","combate",NA,"AFINN",-1
"14574","comedia",NA,"AFINN",1
"14575","cometer",NA,"AFINN",1
"14576","comodidad",NA,"AFINN",2
"14577","compasivo",NA,"AFINN",2
"14578","competente",NA,"AFINN",2
"14579","competitivo",NA,"AFINN",2
"14580","complaciente",NA,"AFINN",-2
"14581","comprensivo",NA,"AFINN",2
"14582","comprometido",NA,"AFINN",1
"14583","conceder",NA,"AFINN",1
"14584","concedido",NA,"AFINN",1
"14585","condenación",NA,"AFINN",-2
"14586","condenado",NA,"AFINN",-2
"14587","condenar",NA,"AFINN",-2
"14588","confianza",NA,"AFINN",1
"14589","conflicto",NA,"AFINN",-2
"14590","confundir",NA,"AFINN",-2
"14591","consentimiento",NA,"AFINN",2
"14592","conspiración",NA,"AFINN",-3
"14593","constreñido",NA,"AFINN",-2
"14594","contagio",NA,"AFINN",-2
"14595","contagioso",NA,"AFINN",-1
"14596","contaminar",NA,"AFINN",-2
"14597","contencioso",NA,"AFINN",-2
"14598","contendiendo",NA,"AFINN",-1
"14599","contento",NA,"AFINN",3
"14600","contradictorio",NA,"AFINN",-2
"14601","contratar",NA,"AFINN",1
"14602","convencer",NA,"AFINN",1
"14603","convencido",NA,"AFINN",-1
"14604","convenido",NA,"AFINN",1
"14605","coraje",NA,"AFINN",2
"14606","cordial",NA,"AFINN",3
"14607","cortar",NA,"AFINN",-1
"14608","corte",NA,"AFINN",-1
"14609","cortejar",NA,"AFINN",3
"14610","cortés",NA,"AFINN",2
"14611","cortesía",NA,"AFINN",2
"14612","costoso",NA,"AFINN",-2
"14613","creados",NA,"AFINN",1
"14614","creativo",NA,"AFINN",2
"14615","crecimiento",NA,"AFINN",2
"14616","crédulo",NA,"AFINN",-2
"14617","crimen",NA,"AFINN",-3
"14618","criminal",NA,"AFINN",-3
"14619","crisis",NA,"AFINN",-3
"14620","crítica",NA,"AFINN",-2
"14621","criticar",NA,"AFINN",-2
"14622","crítico",NA,"AFINN",-2
"14623","cruel",NA,"AFINN",-3
"14624","crueldad",NA,"AFINN",-3
"14625","cucharada",NA,"AFINN",3
"14626","cuestionable",NA,"AFINN",-2
"14627","cuidado",NA,"AFINN",2
"14628","cuidadosamente",NA,"AFINN",2
"14629","cuidadoso",NA,"AFINN",2
"14630","culo",NA,"AFINN",-4
"14631","culpa",NA,"AFINN",-2
"14632","culpable",NA,"AFINN",-3
"14633","culpar",NA,"AFINN",-2
"14634","cumplir",NA,"AFINN",2
"14635","cuota",NA,"AFINN",1
"14636","daño",NA,"AFINN",-2
"14637","débil",NA,"AFINN",-2
"14638","debilidad",NA,"AFINN",-2
"14639","decepción",NA,"AFINN",-2
"14640","decepcionado",NA,"AFINN",-2
"14641","decepcionante",NA,"AFINN",-2
"14642","decepcionar",NA,"AFINN",-2
"14643","decisivo",NA,"AFINN",1
"14644","defecto",NA,"AFINN",-2
"14645","defensor",NA,"AFINN",2
"14646","déficit",NA,"AFINN",-2
"14647","degradar",NA,"AFINN",-2
"14648","dejar",NA,"AFINN",-1
"14649","deleite",NA,"AFINN",3
"14650","delincuente",NA,"AFINN",-2
"14651","delito",NA,"AFINN",-3
"14652","demanda",NA,"AFINN",-1
"14653","demente",NA,"AFINN",-2
"14654","demostración",NA,"AFINN",-1
"14655","denunciar",NA,"AFINN",-2
"14656","deprimente",NA,"AFINN",-2
"14657","deprimido",NA,"AFINN",-2
"14658","derecho",NA,"AFINN",1
"14659","derrotado",NA,"AFINN",-2
"14660","desafiante",NA,"AFINN",-1
"14661","desafío",NA,"AFINN",-1
"14662","desahucio",NA,"AFINN",-1
"14663","desalentado",NA,"AFINN",-2
"14664","desalojo",NA,"AFINN",-1
"14665","desaparecer",NA,"AFINN",-1
"14666","desaprovechado",NA,"AFINN",-2
"14667","desastre",NA,"AFINN",-2
"14668","desastroso",NA,"AFINN",-3
"14669","desatendido",NA,"AFINN",-2
"14670","descalificado",NA,"AFINN",-2
"14671","descartado",NA,"AFINN",-1
"14672","descartes",NA,"AFINN",-1
"14673","desconfianza",NA,"AFINN",-3
"14674","desconsiderado",NA,"AFINN",-2
"14675","desconsolado",NA,"AFINN",-2
"14676","descorazonado",NA,"AFINN",-2
"14677","descreer",NA,"AFINN",-2
"14678","descuento",NA,"AFINN",-1
"14679","descuidado",NA,"AFINN",-2
"14680","descuido",NA,"AFINN",-2
"14681","desdén",NA,"AFINN",-2
"14682","desdeñoso",NA,"AFINN",-2
"14683","deseable",NA,"AFINN",2
"14684","deseoso",NA,"AFINN",2
"14685","desesperación",NA,"AFINN",-2
"14686","desesperado",NA,"AFINN",-3
"14687","desgarrado",NA,"AFINN",-2
"14688","deshonesto",NA,"AFINN",-2
"14689","deshonrado",NA,"AFINN",-2
"14690","desigual",NA,"AFINN",-1
"14691","desinformado",NA,"AFINN",-2
"14692","desmoralizado",NA,"AFINN",-2
"14693","desorganización",NA,"AFINN",-2
"14694","desorganizado",NA,"AFINN",-2
"14695","despectivo",NA,"AFINN",-2
"14696","despotricar",NA,"AFINN",-3
"14697","desprecio",NA,"AFINN",-2
"14698","despreocupado",NA,"AFINN",-2
"14699","desterrar",NA,"AFINN",-1
"14700","destrozado",NA,"AFINN",-2
"14701","destrucción",NA,"AFINN",-3
"14702","destructivo",NA,"AFINN",-3
"14703","destruido",NA,"AFINN",-3
"14704","destruyendo",NA,"AFINN",-3
"14705","desventaja",NA,"AFINN",-2
"14706","detención",NA,"AFINN",-2
"14707","detener",NA,"AFINN",-2
"14708","determinado",NA,"AFINN",2
"14709","deuda",NA,"AFINN",-2
"14710","devastador",NA,"AFINN",-2
"14711","devastar",NA,"AFINN",-2
"14712","diamante",NA,"AFINN",1
"14713","dichoso",NA,"AFINN",3
"14714","difamatorio",NA,"AFINN",-2
"14715","difícil",NA,"AFINN",-1
"14716","difiriendo",NA,"AFINN",-1
"14717","digno",NA,"AFINN",2
"14718","dilema",NA,"AFINN",-1
"14719","dimitir",NA,"AFINN",-1
"14720","dios",NA,"AFINN",1
"14721","discordia",NA,"AFINN",-2
"14722","disculpa",NA,"AFINN",-1
"14723","disculparse",NA,"AFINN",-1
"14724","disfrazado",NA,"AFINN",-1
"14725","disfrazar",NA,"AFINN",-1
"14726","disfrutando",NA,"AFINN",2
"14727","disfrutar",NA,"AFINN",2
"14728","disgustado",NA,"AFINN",-2
"14729","disgusto",NA,"AFINN",-2
"14730","disparar",NA,"AFINN",-1
"14731","disparate",NA,"AFINN",-2
"14732","disparo",NA,"AFINN",-2
"14733","disposición",NA,"AFINN",2
"14734","disputa",NA,"AFINN",-2
"14735","distorsionado",NA,"AFINN",-2
"14736","distracción",NA,"AFINN",-2
"14737","distraer",NA,"AFINN",-2
"14738","distraído",NA,"AFINN",-2
"14739","diversión",NA,"AFINN",3
"14740","divertido",NA,"AFINN",3
"14741","divertir",NA,"AFINN",3
"14742","dolor",NA,"AFINN",-2
"14743","dolorido",NA,"AFINN",-2
"14744","ducha",NA,"AFINN",-3
"14745","duda",NA,"AFINN",-1
"14746","dudando",NA,"AFINN",-1
"14747","dudoso",NA,"AFINN",-1
"14748","dulce",NA,"AFINN",2
"14749","eficaz",NA,"AFINN",2
"14750","egoísmo",NA,"AFINN",-3
"14751","egoísta",NA,"AFINN",-3
"14752","elegante",NA,"AFINN",2
"14753","elogiar",NA,"AFINN",2
"14754","embarazoso",NA,"AFINN",-2
"14755","embellecer",NA,"AFINN",3
"14756","embrujado",NA,"AFINN",-2
"14757","emergencia",NA,"AFINN",-2
"14758","emoción",NA,"AFINN",3
"14759","emocionado",NA,"AFINN",3
"14760","emocionante",NA,"AFINN",3
"14761","empeoramiento",NA,"AFINN",-3
"14762","empequeñecer",NA,"AFINN",-2
"14763","empollando",NA,"AFINN",-2
"14764","emprendedor",NA,"AFINN",1
"14765","encantado",NA,"AFINN",2
"14766","Encantado",NA,"AFINN",3
"14767","encantador",NA,"AFINN",3
"14768","encanto",NA,"AFINN",3
"14769","encarcelado",NA,"AFINN",-2
"14770","endoso",NA,"AFINN",2
"14771","enemigo",NA,"AFINN",-2
"14772","energético",NA,"AFINN",2
"14773","enérgico",NA,"AFINN",2
"14774","enfermedad",NA,"AFINN",-2
"14775","enfermo",NA,"AFINN",-2
"14776","engañado",NA,"AFINN",-3
"14777","engañar",NA,"AFINN",-2
"14778","engaño",NA,"AFINN",-2
"14779","engañoso",NA,"AFINN",-3
"14780","enjuiciamiento",NA,"AFINN",-1
"14781","enjuiciar",NA,"AFINN",-1
"14782","enojado",NA,"AFINN",-3
"14783","enorme",NA,"AFINN",1
"14784","ensordecedor",NA,"AFINN",-1
"14785","entretenido",NA,"AFINN",2
"14786","entumecido",NA,"AFINN",-1
"14787","envenenado",NA,"AFINN",-2
"14788","envenenar",NA,"AFINN",-2
"14789","envidioso",NA,"AFINN",-2
"14790","equivocado",NA,"AFINN",-2
"14791","erróneo",NA,"AFINN",-2
"14792","error",NA,"AFINN",-2
"14793","erupción",NA,"AFINN",-2
"14794","escándalo",NA,"AFINN",-3
"14795","escandaloso",NA,"AFINN",-3
"14796","escape",NA,"AFINN",-1
"14797","escarnio",NA,"AFINN",-2
"14798","escasez",NA,"AFINN",-2
"14799","escepticismo",NA,"AFINN",-2
"14800","escéptico",NA,"AFINN",-2
"14801","esclavitud",NA,"AFINN",-3
"14802","esclavizado",NA,"AFINN",-2
"14803","esclavizar",NA,"AFINN",-2
"14804","espantado",NA,"AFINN",-2
"14805","espantoso",NA,"AFINN",-2
"14806","especulativo",NA,"AFINN",-2
"14807","esperanza",NA,"AFINN",2
"14808","esperanzado",NA,"AFINN",2
"14809","esperanzas",NA,"AFINN",2
"14810","esperar",NA,"AFINN",-1
